event_id,Mag,list_records,count_records
AM-1988-0001,6,"['A.GUK.HNE.AM-1988-0001.csv', 'A.GUK.HNN.AM-1988-0001.csv']",2
AM-1988-0004,4,"['A.NAB.HNE.AM-1988-0004.csv', 'A.NAB.HNN.AM-1988-0004.csv']",2
AM-1989-0009,4,"['A.NAB.HNE.AM-1989-0009.csv', 'A.NAB.HNN.AM-1989-0009.csv']",2
AM-1990-0013,5,"['A.SBGD.HNE.AM-1990-0013.csv', 'A.SBGD.HNN.AM-1990-0013.csv', 'A.SBVR.HNE.AM-1990-0013.csv', 'A.SBVR.HNN.AM-1990-0013.csv', 'A.STRS.HNE.AM-1990-0013.csv', 'A.STRS.HNN.AM-1990-0013.csv']",6
EMSC-19980224_0000009,4,"['HI.ROD2.HN2.EMSC-19980224_0000009.csv', 'HI.ROD2.HN3.EMSC-19980224_0000009.csv', 'HI.ROD3.HN2.EMSC-19980224_0000009.csv', 'HI.ROD3.HN3.EMSC-19980224_0000009.csv']",4
EMSC-19981006_0000006,5,"['HI.KYP1.HN2.EMSC-19981006_0000006.csv', 'HI.KYP1.HN3.EMSC-19981006_0000006.csv']",2
EMSC-20061117_0000084,4,"['RA.PYBB.HNE.EMSC-20061117_0000084.csv', 'RA.PYBB.HNN.EMSC-20061117_0000084.csv']",2
EMSC-20080503_0000064,4,"['RA.PYCA.HNE.EMSC-20080503_0000064.csv', 'RA.PYCA.HNN.EMSC-20080503_0000064.csv']",2
EMSC-20080716_0000056,4,"['RA.PYAD.HNE.EMSC-20080716_0000056.csv', 'RA.PYAD.HNN.EMSC-20080716_0000056.csv']",2
EMSC-20090505_0000053,3,"['CH.SFRA.HGE.EMSC-20090505_0000053.csv', 'CH.SFRA.HGN.EMSC-20090505_0000053.csv']",2
EMSC-20110401_0000033,6,"['GE.KARP.HNE.EMSC-20110401_0000033.csv', 'GE.KARP.HNN.EMSC-20110401_0000033.csv', 'HL.KARP.HNE.EMSC-20110401_0000033.csv', 'HL.KARP.HNN.EMSC-20110401_0000033.csv']",4
EMSC-20120502_0000001,4,"['KO.FOCM.HNE.EMSC-20120502_0000001.csv', 'KO.FOCM.HNN.EMSC-20120502_0000001.csv', 'KO.KRBN.HNE.EMSC-20120502_0000001.csv', 'KO.KRBN.HNN.EMSC-20120502_0000001.csv']",4
EMSC-20120502_0000031,4,"['KO.FOCM.HNE.EMSC-20120502_0000031.csv', 'KO.FOCM.HNN.EMSC-20120502_0000031.csv']",2
EMSC-20120509_0000044,4,"['KO.SMAA.HNE.EMSC-20120509_0000044.csv', 'KO.SMAA.HNN.EMSC-20120509_0000044.csv']",2
EMSC-20120604_0000085,4,"['KO.MRSB.HNE.EMSC-20120604_0000085.csv', 'KO.MRSB.HNN.EMSC-20120604_0000085.csv']",2
EMSC-20120610_0000062,5,"['KO.DATC.HNE.EMSC-20120610_0000062.csv', 'KO.DATC.HNN.EMSC-20120610_0000062.csv']",2
EMSC-20120619_0000008,4,"['KO.SMAA.HNE.EMSC-20120619_0000008.csv', 'KO.SMAA.HNN.EMSC-20120619_0000008.csv']",2
EMSC-20120625_0000101,5,"['KO.MRSB.HNE.EMSC-20120625_0000101.csv', 'KO.MRSB.HNN.EMSC-20120625_0000101.csv']",2
EMSC-20120704_0000040,4,"['KO.GONE.HNE.EMSC-20120704_0000040.csv', 'KO.GONE.HNN.EMSC-20120704_0000040.csv']",2
EMSC-20120912_0000014,5,"['HL.GVD.HNE.EMSC-20120912_0000014.csv', 'HL.GVD.HNN.EMSC-20120912_0000014.csv']",2
EMSC-20121124_0000080,4,"['KO.DATC.HNE.EMSC-20121124_0000080.csv', 'KO.DATC.HNN.EMSC-20121124_0000080.csv']",2
EMSC-20130108_0000044,5,"['KO.ENZZ.HNE.EMSC-20130108_0000044.csv', 'KO.ENZZ.HNN.EMSC-20130108_0000044.csv', 'KO.GOKC.HNE.EMSC-20130108_0000044.csv', 'KO.GOKC.HNN.EMSC-20130108_0000044.csv', 'KO.GPNR.HNE.EMSC-20130108_0000044.csv', 'KO.GPNR.HNN.EMSC-20130108_0000044.csv']",6
EMSC-20130125_0000039,4,"['IV.BDI.HNE.EMSC-20130125_0000039.csv', 'IV.BDI.HNN.EMSC-20130125_0000039.csv']",2
EMSC-20130221_0000039,4,"['KO.DIDI.HNE.EMSC-20130221_0000039.csv', 'KO.DIDI.HNN.EMSC-20130221_0000039.csv']",2
EMSC-20130406_0000089,5,"['HL.GVD.HNE.EMSC-20130406_0000089.csv', 'HL.GVD.HNN.EMSC-20130406_0000089.csv']",2
EMSC-20131006_0000002,5,"['RO.GHRR.HNE.EMSC-20131006_0000002.csv', 'RO.GHRR.HNN.EMSC-20131006_0000002.csv']",2
EMSC-20131012_0000044,6,"['GE.IMMV.HNE.EMSC-20131012_0000044.csv', 'GE.IMMV.HNN.EMSC-20131012_0000044.csv', 'HL.IMMV.HNE.EMSC-20131012_0000044.csv', 'HL.IMMV.HNN.EMSC-20131012_0000044.csv']",4
EMSC-20131023_0000037,4,"['KO.SLFK.HNE.EMSC-20131023_0000037.csv', 'KO.SLFK.HNN.EMSC-20131023_0000037.csv']",2
EMSC-20140126_0000046,6,"['HL.VLMS.HNE.EMSC-20140126_0000046.csv', 'HL.VLMS.HNN.EMSC-20140126_0000046.csv']",2
EMSC-20140223_0000077,3,"['GE.KARP.HNE.EMSC-20140223_0000077.csv', 'GE.KARP.HNN.EMSC-20140223_0000077.csv', 'HL.KARP.HNE.EMSC-20140223_0000077.csv', 'HL.KARP.HNN.EMSC-20140223_0000077.csv']",4
EMSC-20140524_0000026,6,"['HL.LIA.HNE.EMSC-20140524_0000026.csv', 'HL.LIA.HNN.EMSC-20140524_0000026.csv', 'HL.SMTH.HNE.EMSC-20140524_0000026.csv', 'HL.SMTH.HNN.EMSC-20140524_0000026.csv']",4
EMSC-20140828_0000047,3,"['IT.GAI.HGE.EMSC-20140828_0000047.csv', 'IT.GAI.HGN.EMSC-20140828_0000047.csv']",2
EMSC-20140904_0000078,5,"['KO.KEMT.HNE.EMSC-20140904_0000078.csv', 'KO.KEMT.HNN.EMSC-20140904_0000078.csv']",2
EMSC-20141108_0000098,5,"['YP.AC01.HNE.EMSC-20141108_0000098.csv', 'YP.AC01.HNN.EMSC-20141108_0000098.csv', 'YP.AC03.HNE.EMSC-20141108_0000098.csv', 'YP.AC03.HNN.EMSC-20141108_0000098.csv', 'YP.AC09.HNE.EMSC-20141108_0000098.csv', 'YP.AC09.HNN.EMSC-20141108_0000098.csv', 'YP.AC11.HNE.EMSC-20141108_0000098.csv', 'YP.AC11.HNN.EMSC-20141108_0000098.csv']",8
EMSC-20151006_0000093,5,"['KO.DEMR.HNE.EMSC-20151006_0000093.csv', 'KO.DEMR.HNN.EMSC-20151006_0000093.csv']",2
EMSC-20160824_0000020,3,"['IT.NRC.HGE.EMSC-20160824_0000020.csv', 'IT.NRC.HGN.EMSC-20160824_0000020.csv']",2
EMSC-20161030_0000088,3,"['IV.T1213.HNE.EMSC-20161030_0000088.csv', 'IV.T1213.HNN.EMSC-20161030_0000088.csv']",2
EMSC-20161107_0000123,3,"['IT.CMI.HGE.EMSC-20161107_0000123.csv', 'IT.CMI.HGN.EMSC-20161107_0000123.csv', 'IT.MCV.HGE.EMSC-20161107_0000123.csv', 'IT.MCV.HGN.EMSC-20161107_0000123.csv', 'IV.T1245.HNE.EMSC-20161107_0000123.csv', 'IV.T1245.HNN.EMSC-20161107_0000123.csv']",6
EMSC-20161201_0000064,3,"['IT.CNE.HGE.EMSC-20161201_0000064.csv', 'IT.CNE.HGN.EMSC-20161201_0000064.csv', 'IV.FEMA.HNE.EMSC-20161201_0000064.csv', 'IV.FEMA.HNN.EMSC-20161201_0000064.csv']",4
GE-1991-0008,3,"['A.SONB.HNE.GE-1991-0008.csv', 'A.SONB.HNN.GE-1991-0008.csv', 'A.SONI.HNE.GE-1991-0008.csv', 'A.SONI.HNN.GE-1991-0008.csv', 'A.SZEB.HNE.GE-1991-0008.csv', 'A.SZEB.HNN.GE-1991-0008.csv']",6
GR-1983-0001,6,"['HI.ARG1.HN2.GR-1983-0001.csv', 'HI.ARG1.HN3.GR-1983-0001.csv', 'HI.LEF1.HN2.GR-1983-0001.csv', 'HI.LEF1.HN3.GR-1983-0001.csv']",4
GR-1990-0014,6,"['HI.KIL1.HN2.GR-1990-0014.csv', 'HI.KIL1.HN3.GR-1990-0014.csv']",2
GR-1994-0007,6,"['HL.CHNA.HN2.GR-1994-0007.csv', 'HL.CHNA.HN3.GR-1994-0007.csv']",2
GR-1995-0017,6,"['HI.KOZ1.HN2.GR-1995-0017.csv', 'HI.KOZ1.HN3.GR-1995-0017.csv']",2
GR-1995-0047,6,"['HI.PAT2.HN2.GR-1995-0047.csv', 'HI.PAT2.HN3.GR-1995-0047.csv']",2
GR-1997-0014,6,"['HI.KRN1.HN2.GR-1997-0014.csv', 'HI.KRN1.HN3.GR-1997-0014.csv']",2
GR-1997-0019,6,"['HI.KRN1.HN2.GR-1997-0019.csv', 'HI.KRN1.HN3.GR-1997-0019.csv', 'HI.KYP1.HN2.GR-1997-0019.csv', 'HI.KYP1.HN3.GR-1997-0019.csv', 'HI.PYR1.HN2.GR-1997-0019.csv', 'HI.PYR1.HN3.GR-1997-0019.csv']",6
IT-2009-0177,3,"['IT.PCB.HNE.IT-2009-0177.csv', 'IT.PCB.HNN.IT-2009-0177.csv']",2
IT-2009-0190,3,"['IT.AQF.HNE.IT-2009-0190.csv', 'IT.AQF.HNN.IT-2009-0190.csv']",2
IT-2009-0264,3,"['IT.PCB.HNE.IT-2009-0264.csv', 'IT.PCB.HNN.IT-2009-0264.csv']",2
IT-2012-0050,3,"['IT.RQT.HNE.IT-2012-0050.csv', 'IT.RQT.HNN.IT-2012-0050.csv']",2
TK-1999-0077,7,"['A.ARC.HNE.TK-1999-0077.csv', 'A.ARC.HNN.TK-1999-0077.csv', 'A.ATK.HNE.TK-1999-0077.csv', 'A.ATK.HNN.TK-1999-0077.csv', 'A.ATS.HNE.TK-1999-0077.csv', 'A.ATS.HNN.TK-1999-0077.csv', 'A.DHM.HNE.TK-1999-0077.csv', 'A.DHM.HNN.TK-1999-0077.csv', 'A.MCD.HNE.TK-1999-0077.csv', 'A.MCD.HNN.TK-1999-0077.csv', 'A.MSK.HNE.TK-1999-0077.csv', 'A.MSK.HNN.TK-1999-0077.csv', 'A.ZYT.HNE.TK-1999-0077.csv', 'A.ZYT.HNN.TK-1999-0077.csv']",14
